id,name,age,address,zip_code,phone,email,pan_prefix,account_age_months,address_history_count,shared_phone_count,shared_email_count,payment_smoothness,age_address_mismatch,ring_id,is_fraud
00d2e1a8-c8b9-4c84-ab7a-eb22c740549d,Bhavya Nazareth,66,"458 Mall Chowk, Bhalswa Jahangir Pur, 545059",545059,8016582029,fariq704@outlook.com,ABUJJ,68,3,1,169,1.5479,0.25,0,0
616ebc2e-97b8-4f4e-a63d-d156a6f0c441,Urvi Nagi,39,"848 Wadhwa Circle, Rewa, 549052",549052,6055800027,janaki886@yahoo.com,SBEMW,19,3,1,181,0.7287,0.6042,0,0
b8877817-d2d9-4064-9cda-3b37bfd11459,Inaya Lad,41,"473 Raval Street, Hospet, 727264",727264,6827718129,yauvani970@rediffmail.com,DKLEP,111,2,1,158,1.8678,0.25,0,0
b9e54092-ef73-4785-91c1-ef208456570b,Saumya Deshmukh,31,"679 Ratti Zila, Jehanabad, 842833",842833,8090254257,utkarsh215@gmail.com,KDHBE,68,1,1,172,0.7275,0.1667,0,0
8d5845ea-66ca-4556-86fb-d96bacf26b33,Wridesh Yadav,42,"723 Chandra Circle, Ozhukarai, 607662",607662,6289517187,saksham25@yahoo.com,KREMZ,107,2,1,181,1.0448,0.25,0,0
02f44ad4-8252-46b0-9cca-c355b18a63fc,Vanya Sankaran,57,"776 Sahni Road, Jamshedpur, 469704",469704,7388856225,thomas580@outlook.com,KYWPK,19,2,1,169,1.9594,0.3042,0,0
91b413a7-708a-4250-84de-9975addbd5c4,Tanveer Wali,49,"881 Bhakta Nagar, Parbhani, 373136",373136,8249363123,vrinda38@yahoo.com,UIMZK,64,3,1,181,2.2924,0.375,0,0
5fc81458-cf3c-44b8-a7d8-0e9c626a17de,Harinakshi Shankar,66,"609 Goswami Circle, Patna, 773113",773113,8290965610,ladli110@hotmail.com,FTORF,115,5,1,169,1.1231,0.4167,0,0
1f4e735d-da17-4463-ae2e-7b97a09f27d5,Yashasvi Sunder,61,"205 Sarin Path, Alappuzha, 562121",562121,7715518844,ojasvi881@yahoo.com,SYQUN,48,4,1,181,0.567,0.3333,0,0
ca24e600-41b3-4ee4-b1e0-f32c0293db77,Nandini Arya,52,"775 Balakrishnan Circle, Chinsurah, 761454",761454,6193802620,pranav866@outlook.com,UETWH,95,2,1,169,0.3824,0.2,0,0
343e352b-f485-4569-b236-f56afe79b43b,Dipta Dhaliwal,23,"793 Kulkarni Nagar, Jalandhar, 174185",174185,8691545226,chandresh820@outlook.com,QEZSY,30,1,1,169,2.0314,0.25,0,0
40075017-f321-4007-92eb-e7ebb509df09,Faris Sheth,63,"524 Sachar Zila, Malda, 477327",477327,7273524103,aditya601@outlook.com,LRLGE,61,5,1,169,1.3151,0.4167,0,0
6f53a233-3ffd-4b0c-958c-dafb88f658df,Karan Mukhopadhyay,31,"722 Ramaswamy Nagar, Vijayawada, 803760",803760,7206953541,panini708@yahoo.com,ZXREX,54,2,1,181,2.0269,0.3333,0,0
bb6eef4f-2475-4824-ac8f-294a370fc5eb,Yahvi Samra,53,"916 Sinha Nagar, Siliguri, 741001",741001,9012770632,chaaya913@hotmail.com,EYHRG,112,3,1,169,1.1181,0.3,0,0
5e7b3eb4-dd63-45b5-830c-2710d44c4e07,Sachi Halder,52,"101 Nadig Zila, Ichalkaranji, 421238",421238,8143468239,lucky825@hotmail.com,WHXWV,115,4,1,169,0.6613,0.4,0,0
c3e14b10-ff75-45c2-99d9-0ad8efa1cd46,Patrick Mane,65,"391 Nazareth Street, Ulhasnagar, 496090",496090,6309810796,dhriti299@rediffmail.com,KXGMG,41,1,1,158,2.4563,0.0833,0,0
a43ee34f-952a-4afc-b8cf-76b9bfe60076,Girish Varughese,28,"505 Solanki, Madhyamgram, 360261",360261,7316373516,faras57@rediffmail.com,DXLPN,17,1,1,158,2.4205,0.3958,0,0
c25e48a1-e7c9-41dc-9221-663d375d546f,Hemani Kashyap,33,"767 Nori Chowk, Mysore, 521847",521847,8704120092,inaya525@yahoo.com,AVRWO,72,1,1,181,2.1249,0.1667,0,0
48fcec75-4a2c-43e5-bf09-3c0df0e2f6a3,Udarsh Patil,58,"292 Saxena Zila, Gangtok, 646260",646260,6501716445,manan781@hotmail.com,KOIPK,12,4,1,169,1.8322,0.65,0,0
063433d7-33c8-454a-a764-a99c694a26ca,Champak Sha,23,"45 Kar Marg, Nizamabad, 865654",865654,6515319520,elijah370@rediffmail.com,IQVRZ,61,1,1,158,1.3528,0.25,0,0
7fa525b7-378b-4f78-9fdb-1bca4fcde04a,Falak Baria,27,"512 Jaggi Zila, Nagercoil, 877195",877195,6052812735,vrishti581@hotmail.com,ULFRJ,43,1,1,169,0.5964,0.25,0,0
50213bb8-8886-45b9-84be-a97bf1d995cb,Pranit Rao,68,"503 Rajagopalan Ganj, Adoni, 671529",671529,7220125608,chakradev202@yahoo.com,ABTMV,26,2,1,181,1.8092,0.1667,0,0
1c095aab-e291-49bd-a787-f2a371b7272f,Teerth Mohanty,47,"792 Mukherjee Nagar, Bidhannagar, 695871",695871,6203818769,azad739@yahoo.com,BEWUG,49,2,1,181,0.4117,0.25,0,0
d7e6ef69-f57f-4f44-97d5-8c240f58bc9f,Pallavi Mukherjee,25,"221 Ramakrishnan Circle, Davanagere, 225270",225270,8106794975,ayush810@outlook.com,MSPTN,51,2,1,169,1.3141,0.5,0,0
5ca32fb8-94b2-435e-80f8-8e1766a149d5,Pahal More,62,"1 Kata Zila, Bhind, 377469",377469,9258784448,nandini264@hotmail.com,HOILZ,90,4,1,169,2.3805,0.3333,0,0
a90011e5-5c34-4920-aa36-e58328d391bd,Chaitanya Mital,26,"956 Minhas Street, Jamnagar, 846938",846938,8308948706,bina666@gmail.com,WIVKD,28,2,1,172,1.4402,0.5,0,0
903726a7-b5af-4176-b253-6637f2d33e6c,Qasim Naik,28,"304 Dash Circle, Etawah, 409352",409352,6824008427,bakhshi115@gmail.com,OMLEB,118,1,1,172,2.3703,0.25,0,0
49852c35-fee5-4163-85ec-53ab5182ee19,Laban Subramaniam,34,"770 Sami Circle, Ghaziabad, 573696",573696,9609873126,saanvi512@outlook.com,GUZEL,85,1,1,169,1.1567,0.1667,0,0
c12f0190-338e-4fd4-9395-421c78d38205,Forum Patel,27,"85 Mukhopadhyay Marg, Phusro, 538028",538028,9120072024,oeshi873@hotmail.com,RXSRC,24,1,1,169,0.6635,0.25,0,0
4c356492-7b76-49b4-bd0c-d7ec78e4182c,Urvi Ram,55,"477 Bir Ganj, Raiganj, 771151",771151,9025298670,chaman507@outlook.com,KBLTD,118,1,1,169,2.0757,0.1,0,0
498d9ef1-a606-4fca-8c14-a522556f7ef8,Peter Suri,26,"4 Khalsa Street, Anantapuram, 680671",680671,8546015851,henry871@outlook.com,THFOZ,81,1,1,169,1.7536,0.25,0,0
9adf47c4-b214-4909-ab71-d342d0a17bed,Brijesh Jain,60,"828 Baral, Amritsar, 608949",608949,9987313797,jasmit711@gmail.com,VJOHK,76,1,1,172,1.1404,0.0833,0,0
780ddfb6-f24e-4af6-8026-42d781d5f3b7,Max Goswami,47,"528 Bhardwaj Circle, Haldia, 119782",119782,7973748969,pahal754@gmail.com,NJDDR,44,3,1,172,0.9606,0.375,0,0
386ac261-4f09-4eb5-acc1-cea6707743df,Ayush Sundaram,60,"789 Nayar Zila, Shimla, 614515",614515,9367747226,kiaan305@gmail.com,NIMEX,47,3,1,172,1.1434,0.25,0,0
c17814a9-bf6d-49c9-b9f3-afaa223495a3,Triveni Shere,52,"225 Chand Ganj, Khammam, 612322",612322,8566084706,gaurang573@gmail.com,BPFPA,17,1,1,172,1.844,0.2458,0,0
8f0ac52b-60ab-440d-a9a7-9f187193a845,Urishilla Yohannan,32,"84 Pillai Street, Kanpur, 764522",764522,6073228360,chatresh707@rediffmail.com,WOSVM,87,1,1,158,0.8234,0.1667,0,0
87f3c138-fdca-4b13-bbdf-6783e943cd0c,Forum Suresh,36,"280 Zacharia Ganj, Surat, 498670",498670,8627298069,wriddhish587@gmail.com,CLWEG,74,1,1,172,1.0202,0.1667,0,0
d6760062-9297-4144-86a4-1291a0941167,Warda Tripathi,64,"26 Bir, Ghaziabad, 716713",716713,8822850116,isaac540@rediffmail.com,ASSIA,104,4,1,158,2.2833,0.3333,0,0
af7a32b4-c42c-46cd-90ed-babef3e9363f,Girik Nagar,56,"150 Memon Path, Bahraich, 132359",132359,9056730306,ria286@hotmail.com,QCBKH,31,4,1,169,1.8669,0.4,0,0
ed306dd8-a556-4f27-afd6-7f479869daf9,Chatura Korpal,52,"918 Ghose Zila, Durg, 224460",224460,7673037183,forum494@outlook.com,RIIQB,35,2,1,169,2.3623,0.2,0,0
08b8b1ed-9a9f-4a40-8320-730e1c6b7ed7,Upasna Saxena,50,"317 Kumar Ganj, Ludhiana, 794735",794735,9746886239,januja151@hotmail.com,BMJYS,41,2,1,169,1.435,0.2,0,0
b3c55412-3e6b-4c2e-bc2a-2849822684f0,Faras Lata,55,"569 Borra, Jalgaon, 691803",691803,8512405682,falguni594@rediffmail.com,KPWTS,50,3,1,158,0.9919,0.3,0,0
0150fcd2-8d4f-4a86-a8da-b18717780c29,Chandran Sethi,43,"780 Buch Street, Tirupati, 443571",443571,6997683890,manan248@gmail.com,QXITT,34,3,1,172,1.6635,0.375,0,0
57655539-5bc1-4346-9764-73b847347618,Kai Khare,60,"408 Rau Ganj, Darbhanga, 218022",218022,7217672019,fiyaz799@gmail.com,DJCXB,26,2,1,172,1.6585,0.1667,0,0
009a3208-e5c4-4029-8648-799601d38ee2,Meghana Som,67,"62 Setty Chowk, Madhyamgram, 745083",745083,8076597595,watika301@hotmail.com,BNDLM,83,3,1,169,1.98,0.25,0,0
269a7e13-b48f-4c05-ab3d-207b7158817e,Ijaya Singhal,36,"768 Zacharia Circle, Uluberia, 755613",755613,9230817214,aishani257@outlook.com,HFQYE,85,2,1,169,0.3357,0.3333,0,0
155c280b-76bc-4c2c-a7d5-5e8f95f049e0,Charvi Bali,62,"572 Mahajan Road, Asansol, 731650",731650,8801413811,william752@yahoo.com,NENGQ,19,3,1,181,0.6936,0.3542,0,0
67a97476-4cef-420b-beed-d1d75f8ca23a,Gaurangi Kar,41,"190 Dayal Ganj, Kottayam, 192336",192336,7285072517,sanya573@outlook.com,SXRVS,51,1,1,169,1.9787,0.125,0,0
49fc4840-7a2b-46c4-ad40-70a7a28d04be,Ladli Buch,27,"4 Dalal, Katni, 671617",671617,7206496935,jai505@rediffmail.com,REHGH,78,1,1,158,1.3671,0.25,0,0
02349b71-7276-4a14-9be5-afa6f9af6a1f,Gabriel Minhas,56,"490 Vyas Road, Sambhal, 871357",871357,8223322280,odika659@gmail.com,THZIZ,45,4,1,172,2.1877,0.4,0,0
b7deada9-dfcb-4dff-8f8d-346c53d77921,Chavvi Goyal,63,"199 Shetty Road, Bharatpur, 280436",280436,8897861031,chaman234@gmail.com,BAGBC,60,4,1,172,0.7982,0.3333,0,0
744874f1-4e97-4c8e-ae20-aa5805d617c8,Udyati Gaba,24,"203 Nadig Ganj, Arrah, 368423",368423,7583230241,vedant31@yahoo.com,JUCYH,15,1,1,181,0.8283,0.4375,0,0
bc73f186-c5fe-4ea3-a940-3c4f4c8764a9,Brinda Oak,63,"406 Dey Chowk, Malda, 161708",161708,8096085874,bachittar598@hotmail.com,QTOZU,64,4,1,169,1.4699,0.3333,0,0
ef185ab5-e976-459b-956c-00d22758dcbe,Kala Karan,40,"316 Nazareth Street, Miryalaguda, 320781",320781,9674266299,vihaan98@yahoo.com,FMWZB,56,2,1,181,2.4122,0.25,0,0
e04fdaf7-f1b5-4e9d-bb19-eda353f060ce,Wyatt Dubey,41,"613 Chopra, Alappuzha, 435196",435196,9013290227,varenya554@hotmail.com,KPFRI,63,1,1,169,1.5546,0.125,0,0
7cc02ef8-f31b-46c6-8eb8-0f3ee5f29947,Kamala Sagar,68,"635 Nigam Marg, Sultan Pur Majra, 428593",428593,6863878294,riya340@outlook.com,QCNBV,35,1,1,169,0.5855,0.0833,0,0
041dd069-b58f-4f1e-a5db-48509382c36e,Diya Dutt,59,"103 Kanda Circle, Karawal Nagar, 646334",646334,6396522395,rishi835@hotmail.com,XASYO,41,2,1,169,1.5388,0.2,0,0
1d285ec4-157b-4541-9cf7-3ec154ebc940,Rayaan Parmer,39,"281 Master Street, Mumbai, 327016",327016,9112849718,ria367@rediffmail.com,WOPXE,30,1,1,158,2.3823,0.1667,0,0
0754fae3-deae-466c-a36d-b39fb0b61bda,Widisha Som,59,"547 Shankar Circle, Sambalpur, 658515",658515,9734257540,indali670@rediffmail.com,ATUBX,19,4,1,158,1.7775,0.5042,0,0
431006b5-bde7-456b-bfe8-fcd91f4c29d1,Jackson Barad,53,"915 Bhagat Circle, Berhampur, 267877",267877,7164175823,sathvik807@gmail.com,TFNIN,12,3,1,172,0.5264,0.55,0,0
90eb48c1-d264-48a7-9363-7356371873b5,Hemangini Soni,34,"544 Ravel Marg, Loni, 363842",363842,9451712368,yauvani384@gmail.com,UANLR,28,2,1,172,1.7791,0.3333,0,0
e304d8c2-2d1a-4350-9822-afe46b83b6a6,Eshana Chatterjee,66,"797 Ganesh Chowk, Khora , 747764",747764,9501111783,tamanna33@rediffmail.com,OOHTU,113,1,1,158,0.6984,0.0833,0,0
42a3b18b-4b0c-4bfc-8460-44b53e9900bf,Urishilla Pandey,57,"919 Datta Chowk, Narasaraopet, 819255",819255,7983584461,ekantika510@outlook.com,TWFVH,30,2,1,169,2.3722,0.2,0,0
ad6d4c03-f867-451d-b868-54fc2267d3af,Alka Grover,51,"864 Chad Circle, Ratlam, 129591",129591,7002156321,harrison205@hotmail.com,VNARB,75,1,1,169,2.2433,0.1,0,0
b02ab87b-bef3-4e81-b599-e72bd6490adf,Raksha Sarin,28,"129 Mital Ganj, Proddatur, 192703",192703,7073564757,chatura723@gmail.com,IVYBU,48,2,1,172,0.457,0.5,0,0
ac530882-df24-4e7b-8958-ff371d1c08a3,Banjeet Om,54,"228 Biswas Zila, Tumkur, 638920",638920,9780856271,aashi725@rediffmail.com,LRAFP,47,4,1,158,1.016,0.4,0,0
345da55d-6e29-4b93-a97a-b3e3c84c5867,Adweta Kala,45,"317 Dhar Street, Durg, 178881",178881,7103142175,rishi134@rediffmail.com,TUMDR,24,2,1,158,0.9123,0.25,0,0
6c39ff1b-1d1e-4b1a-bb5e-586cb4682378,Nisha Mallick,38,"530 Bansal Chowk, Lucknow, 578272",578272,8596905150,maanas172@outlook.com,MIXEJ,16,1,1,169,0.658,0.3333,0,0
f5dc234a-644e-445b-a912-cb266221caed,Yachana Sur,34,"38 Ratti Road, Patiala, 842856",842856,7884318848,dhruv358@yahoo.com,AXOGV,50,1,1,181,0.9687,0.1667,0,0
6de19c27-865a-443e-bc9e-12536539e6c0,Reyansh Agrawal,24,"970 Chatterjee Nagar, Anantapuram, 437414",437414,9422971252,indira781@rediffmail.com,XZKLD,26,1,1,158,1.4607,0.25,0,0
1eb4a626-1d9b-4e33-96a0-bb73c4e8b964,Odika Butala,40,"191 Chatterjee Ganj, Meerut, 563114",563114,6656094565,udyati223@hotmail.com,LPMPB,27,1,1,169,1.3809,0.125,0,0
09ab341c-0a9e-4ac6-aa3d-12d6f1a8ff4f,Bhavika Sandhu,53,"790 Oza Nagar, Karawal Nagar, 292080",292080,6499825080,vivaan58@hotmail.com,KJNVR,112,3,1,169,1.2544,0.3,0,0
d6f3471a-0468-4522-b2eb-1b2f3c1baa86,Joshua Nanda,33,"266 Mand Road, Gurgaon, 215470",215470,9320865237,yashodhara483@outlook.com,DLRKF,67,2,1,169,0.3075,0.3333,0,0
d480e27b-ec34-4049-b378-5636d585615b,Nidhi Wagle,35,"799 Kadakia, Miryalaguda, 223642",223642,8764925158,anthony214@outlook.com,LKGPC,32,2,1,169,1.2296,0.3333,0,0
1c5c11ae-bc71-453f-9dab-c70dfd18c69f,Ekalinga Sunder,56,"392 Salvi Chowk, Jammu, 900578",900578,9598564205,osha621@yahoo.com,AVHVM,113,1,1,181,1.0864,0.1,0,0
